"Name,""SI"",""Handles"",""VM"",""WS"",""PM"",""NPM"",""Path"",""Company"",""CPU"",""FileVersion"",""ProductVersion"",""Description"",""Product"",""__NounName"",""BasePriority"",""ExitCode"",""HasExited"",""ExitTime"",""Handle"",""SafeHandle"",""HandleCount"",""Id"",""MachineName"",""MainWindowHandle"",""MainWindowTitle"",""MainModule"",""MaxWorkingSet"",""MinWorkingSet"",""Modules"",""NonpagedSystemMemorySize"",""NonpagedSystemMemorySize64"",""PagedMemorySize"",""PagedMemorySize64"",""PagedSystemMemorySize"",""PagedSystemMemorySize64"",""PeakPagedMemorySize"",""PeakPagedMemorySize64"",""PeakWorkingSet"",""PeakWorkingSet64"",""PeakVirtualMemorySize"",""PeakVirtualMemorySize64"",""PriorityBoostEnabled"",""PriorityClass"",""PrivateMemorySize"",""PrivateMemorySize64"",""PrivilegedProcessorTime"",""ProcessName"",""ProcessorAffinity"",""Responding"",""SessionId"",""StartInfo"",""StartTime"",""SynchronizingObject"",""Threads"",""TotalProcessorTime"",""UserProcessorTime"",""VirtualMemorySize"",""VirtualMemorySize64"",""EnableRaisingEvents"",""StandardInput"",""StandardOutput"",""StandardError"",""WorkingSet"",""WorkingSet64"",""Site"",""Container"""
"powershell,""24"",""967"",""2199942492160"",""326742016"",""285855744"",""99272"",""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"",""Microsoft Corporation"",""614,21875"",""10.0.14409.1005 (rs1_srvoob.161208-1155)"",""10.0.14409.1005"",""Windows PowerShell"",""Syst?me d'exploitation Microsoft? Windows?"",""Process"",""8"",,""False"",,""4988"",""Microsoft.Win32.SafeHandles.SafeProcessHandle"",""967"",""3708"",""."",""197032"",""Windows PowerShell"",""System.Diagnostics.ProcessModule (powershell.exe)"",""1413120"",""204800"",""System.Diagnostics.ProcessModuleCollection"",""99272"",""99272"",""285855744"",""285855744"",""891744"",""891744"",""401563648"",""401563648"",""437927936"",""437927936"",""979300352"",""2200002555904"",""True"",""Normal"",""285855744"",""285855744"",""00:00:25.2500000"",""powershell"",""255"",""True"",""24"",""System.Diagnostics.ProcessStartInfo"",""28/06/2022 10:51:32"",,""System.Diagnostics.ProcessThreadCollection"",""00:10:14.2187500"",""00:09:48.9687500"",""919236608"",""2199942492160"",""False"",,,,""326742016"",""326742016"",,"
"PvsApiService,""0"",""482"",""594710528"",""51482624"",""35344384"",""37048"",,,,,,,,""Process"",""8"",,,,,,""482"",""1588"",""."",""0"","""",,,,,""37048"",""37048"",""35344384"",""35344384"",""347640"",""347640"",""36225024"",""36225024"",""52047872"",""52047872"",""611934208"",""611934208"",,,""35344384"",""35344384"",,""PvsApiService"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""594710528"",""594710528"",""False"",,,,""51482624"",""51482624"",,"
"PVSTSB,""0"",""56"",""21393408"",""3375104"",""716800"",""6080"",,,,,,,,""Process"",""8"",,,,,,""56"",""1612"",""."",""0"","""",,,,,""6080"",""6080"",""716800"",""716800"",""43328"",""43328"",""806912"",""806912"",""3395584"",""3395584"",""22581248"",""22581248"",,,""716800"",""716800"",,""PVSTSB"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""21393408"",""21393408"",""False"",,,,""3375104"",""3375104"",,"
"rdpclip,""24"",""225"",""2199113179136"",""6995968"",""1810432"",""10736"",""C:\Windows\System32\rdpclip.exe"",""Microsoft Corporation"",""0,3125"",""6.3.9600.16384 (winblue_rtm.130821-1623)"",""6.3.9600.16384"",""Analyseur de Presse-papiers RDP"",""Syst?me d?exploitation Microsoft? Windows?"",""Process"",""8"",,""False"",,""5076"",""Microsoft.Win32.SafeHandles.SafeProcessHandle"",""225"",""4028"",""."",""0"","""",""System.Diagnostics.ProcessModule (rdpclip.exe)"",""1413120"",""204800"",""System.Diagnostics.ProcessModuleCollection"",""10736"",""10736"",""1810432"",""1810432"",""173072"",""173072"",""1859584"",""1859584"",""7008256"",""7008256"",""90988544"",""2199114244096"",""True"",""Normal"",""1810432"",""1810432"",""00:00:00.2812500"",""rdpclip"",""255"",""True"",""24"",""System.Diagnostics.ProcessStartInfo"",""28/06/2022 10:50:50"",,""System.Diagnostics.ProcessThreadCollection"",""00:00:00.3125000"",""00:00:00.0312500"",""89923584"",""2199113179136"",""False"",,,,""6995968"",""6995968"",,"
"services,""0"",""322"",""2199060406272"",""11390976"",""7749632"",""21856"",,,,,,,,""Process"",""9"",,,,,,""322"",""652"",""."",""0"","""",,,,,""21856"",""21856"",""7749632"",""7749632"",""109912"",""109912"",""14843904"",""14843904"",""13795328"",""13795328"",""583290880"",""2203901513728"",,,""7749632"",""7749632"",,""services"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""37150720"",""2199060406272"",""False"",,,,""11390976"",""11390976"",,"
"smss,""0"",""59"",""4505600"",""1077248"",""311296"",""2480"",,,,,,,,""Process"",""11"",,,,,,""59"",""404"",""."",""0"","""",,,,,""2480"",""2480"",""311296"",""311296"",""12488"",""12488"",""356352"",""356352"",""1097728"",""1097728"",""26701824"",""26701824"",,,""311296"",""311296"",,""smss"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""4505600"",""4505600"",""False"",,,,""1077248"",""1077248"",,"
"snmp,""0"",""176"",""36024320"",""7274496"",""3866624"",""12912"",,,,,,,,""Process"",""8"",,,,,,""176"",""1644"",""."",""0"","""",,,,,""12912"",""12912"",""3866624"",""3866624"",""65280"",""65280"",""4165632"",""4165632"",""7434240"",""7434240"",""49967104"",""49967104"",,,""3866624"",""3866624"",,""snmp"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""36024320"",""36024320"",""False"",,,,""7274496"",""7274496"",,"
"SoapServer,""0"",""3313"",""873242624"",""279142400"",""254861312"",""147944"",,,,,,,,""Process"",""8"",,,,,,""3313"",""1692"",""."",""0"","""",,,,,""147944"",""147944"",""254861312"",""254861312"",""515872"",""515872"",""255074304"",""255074304"",""279343104"",""279343104"",""879370240"",""879370240"",,,""254861312"",""254861312"",,""SoapServer"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""873242624"",""873242624"",""False"",,,,""279142400"",""279142400"",,"
"spoolsv,""0"",""567"",""2199121166336"",""15417344"",""7106560"",""35136"",,,,,,,,""Process"",""8"",,,,,,""567"",""1264"",""."",""0"","""",,,,,""35136"",""35136"",""7106560"",""7106560"",""198664"",""198664"",""7786496"",""7786496"",""15601664"",""15601664"",""101412864"",""2199124668416"",,,""7106560"",""7106560"",,""spoolsv"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""97910784"",""2199121166336"",""False"",,,,""15417344"",""15417344"",,"
"sshd,""0"",""173"",""451203072"",""7438336"",""3719168"",""77920"",,,,,,,,""Process"",""8"",,,,,,""173"",""1944"",""."",""0"","""",,,,,""77920"",""77920"",""3719168"",""3719168"",""62176"",""62176"",""3723264"",""3723264"",""7462912"",""7462912"",""451411968"",""451411968"",,,""3719168"",""3719168"",,""sshd"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""451203072"",""451203072"",""False"",,,,""7438336"",""7438336"",,"
"StreamProcess,""0"",""7194"",""1520939008"",""584105984"",""600965120"",""140296"",,,,,,,,""Process"",""13"",,,,,,""7194"",""2964"",""."",""0"","""",,,,,""140296"",""140296"",""600965120"",""600965120"",""421456"",""421456"",""623509504"",""623509504"",""607195136"",""607195136"",""1524248576"",""1524248576"",,,""600965120"",""600965120"",,""StreamProcess"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""1520939008"",""1520939008"",""False"",,,,""584105984"",""584105984"",,"
"StreamService,""0"",""126"",""61124608"",""8323072"",""3981312"",""10864"",,,,,,,,""Process"",""8"",,,,,,""126"",""4168"",""."",""0"","""",,,,,""10864"",""10864"",""3981312"",""3981312"",""107200"",""107200"",""4132864"",""4132864"",""8392704"",""8392704"",""66408448"",""66408448"",,,""3981312"",""3981312"",,""StreamService"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""61124608"",""61124608"",""False"",,,,""8323072"",""8323072"",,"
"svchost,""0"",""834"",""2202370990080"",""24379392"",""13463552"",""80032"",,,,,,,,""Process"",""8"",,,,,,""834"",""444"",""."",""0"","""",,,,,""80032"",""80032"",""13463552"",""13463552"",""241088"",""241088"",""28737536"",""28737536"",""37765120"",""37765120"",""-945635328"",""2202372587520"",,,""13463552"",""13463552"",,""svchost"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""-947232768"",""2202370990080"",""False"",,,,""24379392"",""24379392"",,"
"svchost,""0"",""751"",""2199076474880"",""15806464"",""7815168"",""15552"",,,,,,,,""Process"",""8"",,,,,,""751"",""724"",""."",""0"","""",,,,,""15552"",""15552"",""7815168"",""7815168"",""499224"",""499224"",""8380416"",""8380416"",""16056320"",""16056320"",""60801024"",""2199084056576"",,,""7815168"",""7815168"",,""svchost"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""53219328"",""2199076474880"",""False"",,,,""15806464"",""15806464"",,"
"svchost,""0"",""417"",""2199059034112"",""11382784"",""6459392"",""67728"",,,,,,,,""Process"",""8"",,,,,,""417"",""768"",""."",""0"","""",,,,,""67728"",""67728"",""6459392"",""6459392"",""77360"",""77360"",""6557696"",""6557696"",""11411456"",""11411456"",""40484864"",""2199063740416"",,,""6459392"",""6459392"",,""svchost"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""35778560"",""2199059034112"",""False"",,,,""11382784"",""11382784"",,"
"svchost,""0"",""516"",""2199084281856"",""18116608"",""14958592"",""39152"",,,,,,,,""Process"",""8"",,,,,,""516"",""860"",""."",""0"","""",,,,,""39152"",""39152"",""14958592"",""14958592"",""97240"",""97240"",""20287488"",""20287488"",""32583680"",""32583680"",""482156544"",""2199505412096"",,,""14958592"",""14958592"",,""svchost"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""61026304"",""2199084281856"",""False"",,,,""18116608"",""18116608"",,"
"svchost,""0"",""1747"",""2199238258688"",""76111872"",""53256192"",""65152"",,,,,,,,""Process"",""8"",,,,,,""1747"",""896"",""."",""0"","""",,,,,""65152"",""65152"",""53256192"",""53256192"",""487736"",""487736"",""268361728"",""268361728"",""263950336"",""263950336"",""-1468067840"",""2201850155008"",,,""53256192"",""53256192"",,""svchost"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""215003136"",""2199238258688"",""False"",,,,""76111872"",""76111872"",,"
"svchost,""0"",""802"",""2199137857536"",""18784256"",""9580544"",""29856"",,,,,,,,""Process"",""8"",,,,,,""802"",""948"",""."",""0"","""",,,,,""29856"",""29856"",""9580544"",""9580544"",""424040216"",""424040216"",""10424320"",""10424320"",""19107840"",""19107840"",""149049344"",""2199172304896"",,,""9580544"",""9580544"",,""svchost"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""114601984"",""2199137857536"",""False"",,,,""18784256"",""18784256"",,"
"svchost,""0"",""390"",""2199091924992"",""13811712"",""9822208"",""35120"",,,,,,,,""Process"",""8"",,,,,,""390"",""1032"",""."",""0"","""",,,,,""35120"",""35120"",""9822208"",""9822208"",""119960"",""119960"",""10158080"",""10158080"",""14077952"",""14077952"",""72032256"",""2199095287808"",,,""9822208"",""9822208"",,""svchost"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""68669440"",""2199091924992"",""False"",,,,""13811712"",""13811712"",,"
"svchost,""0"",""211"",""2199129534464"",""11808768"",""4608000"",""14048"",,,,,,,,""Process"",""8"",,,,,,""211"",""1380"",""."",""0"","""",,,,,""14048"",""14048"",""4608000"",""4608000"",""202336"",""202336"",""4771840"",""4771840"",""11857920"",""11857920"",""108310528"",""2199131566080"",,,""4608000"",""4608000"",,""svchost"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""106278912"",""2199129534464"",""False"",,,,""11808768"",""11808768"",,"
"svchost,""0"",""567"",""2203954094080"",""21192704"",""13303808"",""26528"",,,,,,,,""Process"",""8"",,,,,,""567"",""2016"",""."",""0"","""",,,,,""26528"",""26528"",""13303808"",""13303808"",""183056"",""183056"",""13959168"",""13959168"",""22040576"",""22040576"",""1172279296"",""2204490502144"",,,""13303808"",""13303808"",,""svchost"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""635871232"",""2203954094080"",""False"",,,,""21192704"",""21192704"",,"
"svchost,""0"",""966"",""2199278219264"",""93769728"",""76070912"",""138656"",,,,,,,,""Process"",""8"",,,,,,""966"",""2680"",""."",""0"","""",,,,,""138656"",""138656"",""76070912"",""76070912"",""299504"",""299504"",""151339008"",""151339008"",""163012608"",""163012608"",""335912960"",""2199359168512"",,,""76070912"",""76070912"",,""svchost"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""254963712"",""2199278219264"",""False"",,,,""93769728"",""93769728"",,"
"svchost,""0"",""114"",""2199045668864"",""5087232"",""1228800"",""21616"",,,,,,,,""Process"",""8"",,,,,,""114"",""2728"",""."",""0"","""",,,,,""21616"",""21616"",""1228800"",""1228800"",""47608"",""47608"",""1449984"",""1449984"",""5152768"",""5152768"",""24141824"",""2199047397376"",,,""1228800"",""1228800"",,""svchost"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""22413312"",""2199045668864"",""False"",,,,""5087232"",""5087232"",,"
"svchost,""0"",""90"",""2199049633792"",""4472832"",""1019904"",""6256"",,,,,,,,""Process"",""8"",,,,,,""90"",""4808"",""."",""0"","""",,,,,""6256"",""6256"",""1019904"",""1019904"",""57312"",""57312"",""1277952"",""1277952"",""4489216"",""4489216"",""28639232"",""2199051894784"",,,""1019904"",""1019904"",,""svchost"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""26378240"",""2199049633792"",""False"",,,,""4472832"",""4472832"",,"
"System,""0"",""4530"",""3473408"",""290816"",""102400"",""0"",,,,,,,,""Process"",""8"",,,,,,""4530"",""4"",""."",""0"","""",,,,,""0"",""0"",""102400"",""102400"",""0"",""0"",""270336"",""270336"",""5632000"",""5632000"",""10825728"",""10825728"",,,""102400"",""102400"",,""System"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""3473408"",""3473408"",""False"",,,,""290816"",""290816"",,"
"taskhostex,""24"",""170"",""2199112278016"",""6803456"",""1695744"",""11632"",""C:\Windows\system32\taskhostex.exe"",""Microsoft Corporation"",""0,0625"",""6.3.9600.16384 (winblue_rtm.130821-1623)"",""6.3.9600.16384"",""Processus h?te pour T?ches Windows"",""Syst?me d?exploitation Microsoft? Windows?"",""Process"",""8"",,""False"",,""5432"",""Microsoft.Win32.SafeHandles.SafeProcessHandle"",""170"",""6468"",""."",""0"","""",""System.Diagnostics.ProcessModule (taskhostex.exe)"",""1413120"",""204800"",""System.Diagnostics.ProcessModuleCollection"",""11632"",""11632"",""1695744"",""1695744"",""176392"",""176392"",""1802240"",""1802240"",""6848512"",""6848512"",""90087424"",""2199113342976"",""True"",""Normal"",""1695744"",""1695744"",""00:00:00.0468750"",""taskhostex"",""255"",""True"",""24"",""System.Diagnostics.ProcessStartInfo"",""28/06/2022 10:50:50"",,""System.Diagnostics.ProcessThreadCollection"",""00:00:00.0625000"",""00:00:00.0156250"",""89022464"",""2199112278016"",""False"",,,,""6803456"",""6803456"",,"
"TelemetryService,""0"",""283"",""563507200"",""35172352"",""29380608"",""19448"",,,,,,,,""Process"",""6"",,,,,,""283"",""4060"",""."",""0"","""",,,,,""19448"",""19448"",""29380608"",""29380608"",""291720"",""291720"",""31289344"",""31289344"",""36864000"",""36864000"",""569143296"",""569143296"",,,""29380608"",""29380608"",,""TelemetryService"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""563507200"",""563507200"",""False"",,,,""35172352"",""35172352"",,"
"VGAuthService,""0"",""119"",""72032256"",""10645504"",""4509696"",""10208"",,,,,,,,""Process"",""8"",,,,,,""119"",""1220"",""."",""0"","""",,,,,""10208"",""10208"",""4509696"",""4509696"",""134112"",""134112"",""5394432"",""5394432"",""11227136"",""11227136"",""73220096"",""73220096"",,,""4509696"",""4509696"",,""VGAuthService"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""72032256"",""72032256"",""False"",,,,""10645504"",""10645504"",,"
"vmtoolsd,""0"",""329"",""191971328"",""100417536"",""92774400"",""25760"",,,,,,,,""Process"",""13"",,,,,,""329"",""2012"",""."",""0"","""",,,,,""25760"",""25760"",""92774400"",""92774400"",""170504"",""170504"",""92786688"",""92786688"",""100433920"",""100433920"",""192323584"",""192323584"",,,""92774400"",""92774400"",,""vmtoolsd"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""191971328"",""191971328"",""False"",,,,""100417536"",""100417536"",,"
"vmtoolsd,""24"",""159"",""97255424"",""10735616"",""3375104"",""15856"",""C:\Program Files\VMware\VMware Tools\vmtoolsd.exe"",""VMware, Inc."",""1,75"",""10.0.9.55972"",""10.0.9 build-3917699"",""VMware Tools Core Service"",""VMware Tools"",""Process"",""8"",,""False"",,""5548"",""Microsoft.Win32.SafeHandles.SafeProcessHandle"",""159"",""6660"",""."",""0"","""",""System.Diagnostics.ProcessModule (vmtoolsd.exe)"",""1413120"",""204800"",""System.Diagnostics.ProcessModuleCollection"",""15856"",""15856"",""3375104"",""3375104"",""182616"",""182616"",""3592192"",""3592192"",""11325440"",""11325440"",""108773376"",""108773376"",""True"",""Normal"",""3375104"",""3375104"",""00:00:01.5156250"",""vmtoolsd"",""255"",""True"",""24"",""System.Diagnostics.ProcessStartInfo"",""28/06/2022 10:51:11"",,""System.Diagnostics.ProcessThreadCollection"",""00:00:01.7500000"",""00:00:00.2343750"",""97255424"",""97255424"",""False"",,,,""10735616"",""10735616"",,"
"wininit,""0"",""87"",""2199065403392"",""4579328"",""1036288"",""18576"",,,,,,,,""Process"",""13"",,,,,,""87"",""560"",""."",""0"","""",,,,,""18576"",""18576"",""1036288"",""1036288"",""90248"",""90248"",""1257472"",""1257472"",""4612096"",""4612096"",""45789184"",""2199069044736"",,,""1036288"",""1036288"",,""wininit"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""42147840"",""2199065403392"",""False"",,,,""4579328"",""4579328"",,"
"winlogon,""1"",""127"",""2199076438016"",""6459392"",""1273856"",""7392"",,,,,,,,""Process"",""13"",,,,,,""127"",""612"",""."",""0"","""",,,,,""7392"",""7392"",""1273856"",""1273856"",""109496"",""109496"",""2813952"",""2813952"",""6492160"",""6492160"",""55894016"",""2199079149568"",,,""1273856"",""1273856"",,""winlogon"",,""True"",""1"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""53182464"",""2199076438016"",""False"",,,,""6459392"",""6459392"",,"
"winlogon,""24"",""147"",""2199075717120"",""5660672"",""1318912"",""7520"",,,,,,,,""Process"",""13"",,,,,,""147"",""5848"",""."",""0"","""",,,,,""7520"",""7520"",""1318912"",""1318912"",""106608"",""106608"",""1564672"",""1564672"",""12763136"",""12763136"",""61116416"",""2199084371968"",,,""1318912"",""1318912"",,""winlogon"",,""True"",""24"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""52461568"",""2199075717120"",""False"",,,,""5660672"",""5660672"",,"
"winlogon,""6"",""121"",""2199078526976"",""5844992"",""1363968"",""7136"",,,,,,,,""Process"",""13"",,,,,,""121"",""6412"",""."",""0"","""",,,,,""7136"",""7136"",""1363968"",""1363968"",""113416"",""113416"",""1556480"",""1556480"",""5865472"",""5865472"",""57982976"",""2199081238528"",,,""1363968"",""1363968"",,""winlogon"",,""True"",""6"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""55271424"",""2199078526976"",""False"",,,,""5844992"",""5844992"",,"
"WmiPrvSE,""0"",""1388"",""2199114436608"",""37543936"",""27037696"",""406880"",,,,,,,,""Process"",""8"",,,,,,""1388"",""2492"",""."",""0"","""",,,,,""406880"",""406880"",""27037696"",""27037696"",""229784"",""229784"",""36823040"",""36823040"",""47820800"",""47820800"",""136638464"",""2199159894016"",,,""27037696"",""27037696"",,""WmiPrvSE"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""91181056"",""2199114436608"",""False"",,,,""37543936"",""37543936"",,"
"WmiPrvSE,""0"",""266"",""2199103152128"",""21704704"",""15437824"",""15376"",,,,,,,,""Process"",""8"",,,,,,""266"",""4592"",""."",""0"","""",,,,,""15376"",""15376"",""15437824"",""15437824"",""87648"",""87648"",""26972160"",""26972160"",""35000320"",""35000320"",""126205952"",""2199149461504"",,,""15437824"",""15437824"",,""WmiPrvSE"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""79896576"",""2199103152128"",""False"",,,,""21704704"",""21704704"",,"
"WUDFHost,""0"",""248"",""2199066963968"",""6008832"",""1622016"",""10160"",,,,,,,,""Process"",""8"",,,,,,""248"",""2984"",""."",""0"","""",,,,,""10160"",""10160"",""1622016"",""1622016"",""81920"",""81920"",""1716224"",""1716224"",""6057984"",""6057984"",""45305856"",""2199068561408"",,,""1622016"",""1622016"",,""WUDFHost"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""43708416"",""2199066963968"",""False"",,,,""6008832"",""6008832"",,"
